FIPS,prevalence of diabetes,prevalence of obesity,prevalence of physical inactivity
55017,8.2,30.2,19.933333333333334
55019,8.8,34.1,21.833333333333332
55021,8.0,34.7,23.2
55023,9.5,33.1,21.5
55025,6.3,23.7,15.9
55027,9.8,31.7,22.8
55029,10.0,27.5,21.7
55031,9.8,32.2,24.066666666666666
55033,9.4,32.3,21.366666666666664
55035,8.0,29.2,20.066666666666666
55037,11.8,32.0,24.5
55039,8.7,30.1,23.033333333333335
55041,12.5,34.7,24.566666666666666
55043,8.2,31.9,21.366666666666664
55045,10.5,31.4,22.0
55047,11.4,34.6,22.433333333333337
55049,8.6,31.8,21.46666666666667
55051,12.4,29.1,20.8
55053,9.8,32.6,22.0
55055,7.7,29.4,16.433333333333334
55057,11.6,35.8,28.766666666666666
55059,8.9,32.9,21.600000000000005
55061,9.5,33.5,28.166666666666668
55063,8.1,28.3,19.933333333333334
55065,9.3,35.3,19.033333333333335
55067,9.8,29.9,22.233333333333334
55069,9.5,32.8,23.53333333333333
55071,8.6,30.8,21.033333333333335
55073,9.1,29.5,23.099999999999998
55075,11.5,35.3,24.133333333333336
55077,12.1,34.9,23.433333333333334
55078,13.9,42.5,30.3
55079,10.1,32.9,22.666666666666668
55081,8.9,33.0,25.900000000000002
55083,9.5,30.4,25.099999999999998
55085,10.1,32.8,22.366666666666664
55087,8.5,30.1,19.333333333333332
55089,9.1,27.1,19.2
55091,11.7,34.2,24.96666666666667
55093,8.6,30.3,22.066666666666666
55095,11.0,30.3,19.433333333333334
55097,7.5,33.4,20.3
55099,12.3,34.0,18.900000000000002
55101,10.6,32.9,22.399999999999995
55103,9.5,31.8,19.2
55105,10.2,36.9,22.399999999999995
55107,10.1,31.7,27.3
55109,7.2,26.2,20.7
55111,10.7,32.5,25.400000000000002
55113,11.0,29.7,25.233333333333334
55115,10.1,33.8,23.599999999999998
55117,9.7,29.4,22.133333333333336
55119,9.0,34.4,24.733333333333334
55121,8.9,29.6,22.7
55123,9.0,32.8,25.833333333333332
55125,12.2,27.7,21.133333333333333
55127,7.8,25.1,23.366666666666664
55129,10.5,30.8,24.766666666666666
55131,8.2,29.2,19.733333333333334
55133,7.9,27.5,16.499999999999996
55135,9.9,28.5,23.96666666666667
55137,10.6,32.9,25.600000000000005
55139,8.6,31.9,21.46666666666667
55141,8.1,32.3,22.166666666666668
56001,6.9,23.3,16.23333333333333
56003,11.7,28.9,23.766666666666666
56005,7.0,34.3,24.933333333333334
56007,8.2,28.2,28.8
56009,10.2,28.3,27.23333333333333
56011,8.9,25.9,27.166666666666668
56013,9.6,28.3,24.8
56015,9.0,29.9,27.73333333333333
56017,11.0,27.0,25.96666666666667
56019,8.7,21.1,22.599999999999998
56021,10.1,29.7,22.599999999999998
56023,8.6,25.6,21.866666666666664
56025,9.0,29.4,23.333333333333332
56027,8.4,25.5,27.866666666666664
56029,8.0,25.5,21.933333333333337
56031,8.8,28.0,26.5
56033,9.8,23.3,21.03333333333333
56035,6.9,23.5,18.566666666666666
56037,8.1,31.7,25.0
56039,4.8,12.7,11.0
56041,9.0,27.9,23.666666666666668
56043,12.0,27.7,23.5
56045,10.0,29.2,24.866666666666664
72001,21.8,,
72003,16.1,,
72005,16.0,,
72007,16.8,,
72009,14.9,,
72011,17.9,,
72013,16.7,,
72015,18.9,,
72017,17.5,,
72019,14.4,,
72021,15.2,,
72023,17.7,,
72025,15.3,,
72027,17.1,,
72029,15.4,,
72031,16.1,,
72033,15.9,,
72035,14.3,,
72037,18.5,,
72039,17.9,,
72041,13.6,,
72043,18.0,,
72045,15.5,,
72047,16.4,,
72049,24.3,,
72051,14.7,,
72053,19.0,,
72054,16.4,,
72055,19.8,,
72057,17.1,,
72059,18.7,,
72061,13.0,,
72063,13.9,,
72065,16.1,,
72067,18.8,,
72069,16.3,,
72071,16.8,,
72073,17.2,,
72075,16.0,,
72077,14.6,,
72079,20.4,,
72081,18.3,,
72083,19.7,,
72085,15.5,,
72087,16.7,,
72089,19.1,,
72091,19.3,,
72093,19.3,,
72095,17.8,,
72097,16.8,,
72099,16.9,,
72101,16.5,,
72103,17.4,,
72105,16.0,,
72107,16.6,,
72109,20.1,,
72111,17.3,,
72113,16.3,,
72115,17.4,,
72117,17.5,,
72119,17.2,,
72121,18.6,,
72123,18.6,,
72125,16.6,,
72127,13.9,,
72129,16.5,,
72131,19.2,,
72133,15.0,,
72135,13.1,,
72137,14.4,,
72139,13.7,,
72141,18.1,,
72143,16.2,,
72145,17.7,,
72147,22.6,,
72149,16.1,,
72151,16.6,,
72153,17.2,,
